text,class_id,class_name,split,template_type
Field scouts observed localized leaf disease symptoms requiring immediate treatment in the leaf midrib.,0,gray_blight,train,cross_class
Tea leaves show early-stage Cephaleuros virescens spots creating rust-orange patches on leaf margin.,2,algal_leaf_spot,val,class_specific
Tea leaves show severe Cephaleuros virescens spots creating rust-orange patches on upper leaf surface.,2,algal_leaf_spot,train,class_specific
The leaf margin of the tea bush exhibits gray blight symptoms including localized sunken lesions.,0,gray_blight,train,class_specific
The upper leaf surface exhibits early-stage discoloration and tissue damage consistent with tea leaf disease.,0,gray_blight,train,cross_class
Crop monitoring detected acute anomalies in tea petiole coloration indicating possible disease.,4,red_leaf_spot,train,cross_class
Remote sensing detected localized spectral anomalies in tea canopy at leaf tip level.,3,brown_blight,train,cross_class
Tea tip borer helopeltis has caused chronic characteristic shot-hole patterns on the leaf tip.,1,helopeltis,val,class_specific
The tea leaf shows distinct localized gray patches with irregular margins spreading across the upper leaf surface.,0,gray_blight,train,class_specific
Tea leaves display mild brown blight patches caused by Colletotrichum species on young shoot.,3,brown_blight,train,class_specific
Tea estate management flagged localized infection on the mature leaf requiring fungicide application.,1,helopeltis,train,cross_class
Young tea shoots suffer mild helopeltis damage with angular young shoot lesions and necrosis.,1,helopeltis,val,class_specific
Tea leaves display acute brown blight patches caused by Colletotrichum species on leaf margin.,3,brown_blight,train,class_specific
Young tea shoots suffer severe helopeltis damage with angular petiole lesions and necrosis.,1,helopeltis,train,class_specific
Field scouts observed widespread leaf disease symptoms requiring immediate treatment in the leaf lamina.,4,red_leaf_spot,train,cross_class
The petiole displays classic helopeltis infestation marks with chronic brown stippling patterns.,1,helopeltis,train,class_specific
The leaf lamina shows acute brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
Tea leaves show mild Cephaleuros virescens spots creating rust-orange patches on leaf margin.,2,algal_leaf_spot,train,class_specific
Leaf biopsy from the leaf tip shows early-stage cellular damage consistent with pathogen attack.,4,red_leaf_spot,val,cross_class
Crop monitoring detected acute anomalies in tea mature leaf coloration indicating possible disease.,4,red_leaf_spot,val,cross_class
The tea leaf shows distinct localized gray patches with irregular margins spreading across the leaf midrib.,0,gray_blight,train,class_specific
Severe acute brown blight infection results in premature defoliation of tea leaf midrib.,3,brown_blight,train,class_specific
Agronomists identified advanced disease patterns on tea upper leaf surface consistent with pathogen infection.,0,gray_blight,val,cross_class
The petiole of tea plants shows widespread signs of stress possibly related to environmental factors.,0,gray_blight,train,cross_class
Tea estate management flagged localized infection on the upper leaf surface requiring fungicide application.,1,helopeltis,train,cross_class
Farmers noted moderate red leaf spot outbreaks causing leaf midrib damage and reduced yield.,4,red_leaf_spot,train,class_specific
Remote sensing detected widespread spectral anomalies in tea canopy at leaf midrib level.,1,helopeltis,train,cross_class
Affected tea shoots display early-stage necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Gray blight infection causes extensive grayish-brown lesions on the lower leaf surface of tea plants.,0,gray_blight,train,class_specific
Weather-related stress compounded by advanced fungal infection on tea leaf lamina tissue.,3,brown_blight,train,cross_class
Crop monitoring detected chronic anomalies in tea upper leaf surface coloration indicating possible disease.,3,brown_blight,train,cross_class
Weather-related stress compounded by localized fungal infection on tea leaf margin tissue.,1,helopeltis,train,cross_class
Pest and disease survey recorded moderate damage to tea mature leaf in highland gardens.,2,algal_leaf_spot,train,cross_class
Pest and disease survey recorded moderate damage to tea leaf margin in highland gardens.,2,algal_leaf_spot,val,cross_class
Leaf biopsy from the leaf midrib shows severe cellular damage consistent with pathogen attack.,0,gray_blight,train,cross_class
Tea cultivation report: moderate stress indicators found on mature leaf across multiple plots.,2,algal_leaf_spot,train,cross_class
Tea estate management flagged chronic infection on the mature leaf requiring fungicide application.,0,gray_blight,train,cross_class
Young tea shoots suffer early-stage helopeltis damage with angular mature leaf lesions and necrosis.,1,helopeltis,train,class_specific
Leaf biopsy from the mature leaf shows moderate cellular damage consistent with pathogen attack.,0,gray_blight,val,cross_class
Tea quality tests show degraded leaf integrity with early-stage damage to mature leaf structures.,3,brown_blight,train,cross_class
Pest and disease survey recorded mild damage to tea mature leaf in highland gardens.,2,algal_leaf_spot,train,cross_class
Tea estate management flagged acute infection on the upper leaf surface requiring fungicide application.,3,brown_blight,train,cross_class
The tea plantation in Kenya reports significant crop stress affecting the leaf midrib of plants.,1,helopeltis,train,cross_class
The petiole displays classic helopeltis infestation marks with chronic brown stippling patterns.,1,helopeltis,train,class_specific
Agronomists identified mild disease patterns on tea petiole consistent with pathogen infection.,0,gray_blight,train,cross_class
Tea crop health assessment shows widespread fungal infection spreading through mature leaf tissue.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the mature leaf shows mild cellular damage consistent with pathogen attack.,1,helopeltis,train,cross_class
Algal leaf spot disease presents localized circular lesions with orange spore masses on upper leaf surface.,2,algal_leaf_spot,train,class_specific
Disease pressure on tea young shoot has been early-stage in the current growing season.,4,red_leaf_spot,val,cross_class
The leaf tip exhibits severe discoloration and tissue damage consistent with tea leaf disease.,1,helopeltis,train,cross_class
Severe advanced brown blight infection results in premature defoliation of tea leaf lamina.,3,brown_blight,val,class_specific
Tea plant leaf margin affected by acute algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,val,class_specific
Extension officer identified mild disease outbreak affecting tea lower leaf surface in the cooperative.,3,brown_blight,train,cross_class
The leaf margin displays classic helopeltis infestation marks with advanced brown stippling patterns.,1,helopeltis,train,class_specific
Tea crop health assessment shows localized fungal infection spreading through leaf lamina tissue.,2,algal_leaf_spot,train,cross_class
Helopeltis feeding damage causes extensive brown scorch marks on the leaf lamina of tea shoots.,1,helopeltis,train,class_specific
The leaf lamina has widespread algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
Disease pressure on tea leaf tip has been severe in the current growing season.,1,helopeltis,train,cross_class
Remote sensing detected acute spectral anomalies in tea canopy at young shoot level.,4,red_leaf_spot,val,cross_class
The mature leaf shows mixed severe symptoms suggesting complex tea leaf disease interaction.,4,red_leaf_spot,train,cross_class
Field scouts observed chronic leaf disease symptoms requiring immediate treatment in the leaf tip.,3,brown_blight,val,cross_class
Leaf biopsy from the leaf lamina shows mild cellular damage consistent with pathogen attack.,0,gray_blight,train,cross_class
Tea bushes in the Kangra garden show acute leaf symptoms requiring diagnostic testing.,4,red_leaf_spot,train,cross_class
Leaf biopsy from the leaf margin shows severe cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
Algal leaf spot disease presents localized circular lesions with orange spore masses on leaf lamina.,2,algal_leaf_spot,train,class_specific
Extension officer identified widespread disease outbreak affecting tea leaf lamina in the cooperative.,1,helopeltis,train,cross_class
Tea cultivation report: extensive stress indicators found on young shoot across multiple plots.,3,brown_blight,train,cross_class
Tea leaves exhibit acute red leaf spot lesions with distinct reddish centers on mature leaf.,4,red_leaf_spot,train,class_specific
Tea bushes in the Yunnan garden show early-stage leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Tea plant mature leaf affected by severe algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
Weather-related stress compounded by advanced fungal infection on tea lower leaf surface tissue.,4,red_leaf_spot,train,cross_class
The leaf midrib shows mixed chronic symptoms suggesting complex tea leaf disease interaction.,4,red_leaf_spot,train,cross_class
Weather-related stress compounded by moderate fungal infection on tea leaf tip tissue.,2,algal_leaf_spot,train,cross_class
Tea crop health assessment shows chronic fungal infection spreading through mature leaf tissue.,3,brown_blight,train,cross_class
The lower leaf surface shows acute brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
Weather-related stress compounded by widespread fungal infection on tea leaf margin tissue.,4,red_leaf_spot,train,cross_class
Leaf biopsy from the leaf margin shows early-stage cellular damage consistent with pathogen attack.,2,algal_leaf_spot,train,cross_class
Tea growers reported extensive gray blight damage with necrotic spots covering the leaf margin.,0,gray_blight,train,class_specific
The upper leaf surface displays classic helopeltis infestation marks with localized brown stippling patterns.,1,helopeltis,train,class_specific
Tea quality tests show degraded leaf integrity with early-stage damage to leaf margin structures.,2,algal_leaf_spot,train,cross_class
Extension officer identified advanced disease outbreak affecting tea leaf midrib in the cooperative.,3,brown_blight,train,cross_class
Crop monitoring detected early-stage anomalies in tea young shoot coloration indicating possible disease.,4,red_leaf_spot,train,cross_class
Algal leaf spot disease presents mild circular lesions with orange spore masses on lower leaf surface.,2,algal_leaf_spot,train,class_specific
The lower leaf surface shows mixed advanced symptoms suggesting complex tea leaf disease interaction.,2,algal_leaf_spot,train,cross_class
Crop monitoring detected localized anomalies in tea leaf lamina coloration indicating possible disease.,4,red_leaf_spot,train,cross_class
The tea petiole has widespread brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Tea quality tests show degraded leaf integrity with chronic damage to young shoot structures.,2,algal_leaf_spot,train,cross_class
Weather-related stress compounded by advanced fungal infection on tea leaf lamina tissue.,2,algal_leaf_spot,val,cross_class
Extension officer identified advanced disease outbreak affecting tea leaf lamina in the cooperative.,2,algal_leaf_spot,train,cross_class
Tea leaves show advanced Cephaleuros virescens spots creating rust-orange patches on leaf tip.,2,algal_leaf_spot,train,class_specific
Tea plant lower leaf surface affected by widespread algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
Tea crop health assessment shows extensive fungal infection spreading through mature leaf tissue.,0,gray_blight,train,cross_class
Tea leaves exhibit widespread red leaf spot lesions with distinct reddish centers on leaf tip.,4,red_leaf_spot,train,class_specific
The leaf margin shows mixed advanced symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,train,cross_class
Tea growers reported chronic gray blight damage with necrotic spots covering the lower leaf surface.,0,gray_blight,train,class_specific
The leaf margin has advanced algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
Crop monitoring detected localized anomalies in tea leaf midrib coloration indicating possible disease.,2,algal_leaf_spot,val,cross_class
The upper leaf surface shows mixed advanced symptoms suggesting complex tea leaf disease interaction.,1,helopeltis,train,cross_class
Tea tip borer helopeltis has caused localized characteristic shot-hole patterns on the leaf margin.,1,helopeltis,train,class_specific
The tea flush shows severe helopeltis bug puncture wounds with dark halos on leaf margin.,1,helopeltis,train,class_specific
The lower leaf surface of tea plants shows localized signs of stress possibly related to environmental factors.,2,algal_leaf_spot,val,cross_class
Circular extensive algal leaf spots with raised orange-red centers appear on the young shoot.,2,algal_leaf_spot,train,class_specific
Tea bushes in the Darjeeling garden show acute leaf symptoms requiring diagnostic testing.,4,red_leaf_spot,train,cross_class
Leaf biopsy from the leaf lamina shows severe cellular damage consistent with pathogen attack.,2,algal_leaf_spot,train,cross_class
Red leaf spot creates moderate reddish-brown circular lesions on the upper tea leaf midrib surface.,4,red_leaf_spot,train,class_specific
Tea leaves show extensive Cephaleuros virescens spots creating rust-orange patches on leaf margin.,2,algal_leaf_spot,train,class_specific
Disease pressure on tea leaf tip has been chronic in the current growing season.,0,gray_blight,train,cross_class
The mature leaf shows mixed early-stage symptoms suggesting complex tea leaf disease interaction.,0,gray_blight,train,cross_class
The tea leaf lamina has widespread brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Tea growers reported mild gray blight damage with necrotic spots covering the petiole.,0,gray_blight,train,class_specific
Tea bushes in the Assam garden show mild leaf symptoms requiring diagnostic testing.,4,red_leaf_spot,train,cross_class
Tea bushes in the Sri Lanka garden show chronic leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Leaf biopsy from the leaf margin shows moderate cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
The leaf midrib displays widespread red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Farmers noted localized red leaf spot outbreaks causing mature leaf damage and reduced yield.,4,red_leaf_spot,train,class_specific
Field scouts observed extensive leaf disease symptoms requiring immediate treatment in the mature leaf.,0,gray_blight,train,cross_class
Crop monitoring detected extensive anomalies in tea leaf lamina coloration indicating possible disease.,3,brown_blight,train,cross_class
Tea bushes in the Yunnan garden show severe leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Tea cultivation report: widespread stress indicators found on mature leaf across multiple plots.,3,brown_blight,train,cross_class
Helopeltis feeding damage causes severe brown scorch marks on the leaf margin of tea shoots.,1,helopeltis,train,class_specific
Tea cultivation report: extensive stress indicators found on mature leaf across multiple plots.,0,gray_blight,train,cross_class
Tea crop health assessment shows widespread fungal infection spreading through leaf margin tissue.,2,algal_leaf_spot,train,cross_class
Young tea shoots suffer severe helopeltis damage with angular mature leaf lesions and necrosis.,1,helopeltis,train,class_specific
Tea growers reported chronic gray blight damage with necrotic spots covering the leaf margin.,0,gray_blight,train,class_specific
The mature leaf exhibits early-stage discoloration and tissue damage consistent with tea leaf disease.,0,gray_blight,val,cross_class
Affected tea shoots display chronic necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Tea cultivation report: acute stress indicators found on leaf tip across multiple plots.,4,red_leaf_spot,val,cross_class
Crop monitoring detected localized anomalies in tea leaf midrib coloration indicating possible disease.,4,red_leaf_spot,train,cross_class
The young shoot of tea plants shows advanced signs of stress possibly related to environmental factors.,3,brown_blight,val,cross_class
Leaf biopsy from the mature leaf shows advanced cellular damage consistent with pathogen attack.,0,gray_blight,train,cross_class
The petiole of tea plants shows early-stage signs of stress possibly related to environmental factors.,0,gray_blight,train,cross_class
Pest and disease survey recorded chronic damage to tea petiole in highland gardens.,0,gray_blight,train,cross_class
Field scouts observed localized leaf disease symptoms requiring immediate treatment in the petiole.,3,brown_blight,train,cross_class
Brown blight causes advanced water-soaked lesions that turn necrotic on the tea upper leaf surface.,3,brown_blight,train,class_specific
Tea leaves exhibit chronic red leaf spot lesions with distinct reddish centers on lower leaf surface.,4,red_leaf_spot,train,class_specific
Tea estate management flagged extensive infection on the leaf lamina requiring fungicide application.,1,helopeltis,train,cross_class
Crop monitoring detected mild anomalies in tea lower leaf surface coloration indicating possible disease.,2,algal_leaf_spot,train,cross_class
Extension officer identified advanced disease outbreak affecting tea petiole in the cooperative.,4,red_leaf_spot,train,cross_class
Tea plant mature leaf affected by extensive algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
Leaf biopsy from the young shoot shows extensive cellular damage consistent with pathogen attack.,3,brown_blight,train,cross_class
The tea plantation in Sri Lanka reports significant crop stress affecting the upper leaf surface of plants.,2,algal_leaf_spot,train,cross_class
Tea crop health assessment shows moderate fungal infection spreading through leaf tip tissue.,0,gray_blight,train,cross_class
Affected tea shoots display widespread necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Field scouts observed extensive leaf disease symptoms requiring immediate treatment in the lower leaf surface.,0,gray_blight,train,cross_class
The leaf lamina displays mild red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
The leaf tip of tea plants shows advanced signs of stress possibly related to environmental factors.,4,red_leaf_spot,val,cross_class
Gray blight infection causes moderate grayish-brown lesions on the leaf margin of tea plants.,0,gray_blight,train,class_specific
The upper leaf surface shows mixed extensive symptoms suggesting complex tea leaf disease interaction.,2,algal_leaf_spot,train,cross_class
Disease pressure on tea leaf margin has been moderate in the current growing season.,4,red_leaf_spot,train,cross_class
Crop monitoring detected mild anomalies in tea mature leaf coloration indicating possible disease.,3,brown_blight,train,cross_class
The tea flush shows chronic helopeltis bug puncture wounds with dark halos on lower leaf surface.,1,helopeltis,val,class_specific
Tea leaves display extensive brown blight patches caused by Colletotrichum species on lower leaf surface.,3,brown_blight,train,class_specific
Tea crop health assessment shows advanced fungal infection spreading through mature leaf tissue.,0,gray_blight,train,cross_class
Tea estate management flagged moderate infection on the mature leaf requiring fungicide application.,0,gray_blight,val,cross_class
The lower leaf surface exhibits moderate discoloration and tissue damage consistent with tea leaf disease.,3,brown_blight,train,cross_class
The tea plantation in Munnar reports significant crop stress affecting the leaf margin of plants.,0,gray_blight,val,cross_class
The leaf midrib displays widespread red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Tea tip borer helopeltis has caused advanced characteristic shot-hole patterns on the mature leaf.,1,helopeltis,val,class_specific
Tea leaves show chronic Cephaleuros virescens spots creating rust-orange patches on leaf lamina.,2,algal_leaf_spot,train,class_specific
Tea leaves show advanced Cephaleuros virescens spots creating rust-orange patches on leaf margin.,2,algal_leaf_spot,val,class_specific
Tea leaves display early-stage brown blight patches caused by Colletotrichum species on petiole.,3,brown_blight,train,class_specific
The upper leaf surface shows mild red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Agronomists identified widespread disease patterns on tea lower leaf surface consistent with pathogen infection.,4,red_leaf_spot,train,cross_class
Farmers noted widespread red leaf spot outbreaks causing young shoot damage and reduced yield.,4,red_leaf_spot,train,class_specific
The leaf midrib exhibits localized discoloration and tissue damage consistent with tea leaf disease.,0,gray_blight,train,cross_class
Tea leaves display early-stage brown blight patches caused by Colletotrichum species on young shoot.,3,brown_blight,train,class_specific
The lower leaf surface shows localized red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Tea cultivation report: severe stress indicators found on upper leaf surface across multiple plots.,0,gray_blight,val,cross_class
Agronomists identified localized disease patterns on tea young shoot consistent with pathogen infection.,3,brown_blight,train,cross_class
Tea bushes in the Kangra garden show mild leaf symptoms requiring diagnostic testing.,3,brown_blight,val,cross_class
Pest and disease survey recorded localized damage to tea leaf lamina in highland gardens.,0,gray_blight,train,cross_class
The mature leaf of the tea bush exhibits gray blight symptoms including acute sunken lesions.,0,gray_blight,train,class_specific
Field scouts observed moderate leaf disease symptoms requiring immediate treatment in the young shoot.,4,red_leaf_spot,train,cross_class
Extension officer identified early-stage disease outbreak affecting tea petiole in the cooperative.,0,gray_blight,train,cross_class
Red leaf spot creates advanced reddish-brown circular lesions on the upper tea petiole surface.,4,red_leaf_spot,train,class_specific
The tea flush shows early-stage helopeltis bug puncture wounds with dark halos on leaf tip.,1,helopeltis,train,class_specific
Remote sensing detected mild spectral anomalies in tea canopy at leaf margin level.,1,helopeltis,train,cross_class
The leaf margin shows severe red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Pest and disease survey recorded widespread damage to tea young shoot in highland gardens.,3,brown_blight,train,cross_class
Tea leaves show advanced Cephaleuros virescens spots creating rust-orange patches on petiole.,2,algal_leaf_spot,val,class_specific
Weather-related stress compounded by acute fungal infection on tea mature leaf tissue.,3,brown_blight,train,cross_class
The leaf tip shows severe red spot disease caused by Phyllosticta with characteristic red margins.,4,red_leaf_spot,train,class_specific
Circular localized algal leaf spots with raised orange-red centers appear on the leaf tip.,2,algal_leaf_spot,train,class_specific
Pest and disease survey recorded early-stage damage to tea young shoot in highland gardens.,2,algal_leaf_spot,train,cross_class
Extension officer identified acute disease outbreak affecting tea lower leaf surface in the cooperative.,0,gray_blight,train,cross_class
The tea lower leaf surface has moderate brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Affected tea shoots display early-stage necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Gray blight infection causes acute grayish-brown lesions on the young shoot of tea plants.,0,gray_blight,val,class_specific
Pest and disease survey recorded severe damage to tea petiole in highland gardens.,2,algal_leaf_spot,train,cross_class
Agronomists identified advanced disease patterns on tea petiole consistent with pathogen infection.,4,red_leaf_spot,train,cross_class
Crop monitoring detected acute anomalies in tea leaf midrib coloration indicating possible disease.,2,algal_leaf_spot,val,cross_class
The leaf lamina exhibits chronic discoloration and tissue damage consistent with tea leaf disease.,1,helopeltis,train,cross_class
Circular severe algal leaf spots with raised orange-red centers appear on the leaf midrib.,2,algal_leaf_spot,train,class_specific
Crop monitoring detected mild anomalies in tea leaf margin coloration indicating possible disease.,2,algal_leaf_spot,train,cross_class
The leaf midrib displays classic helopeltis infestation marks with moderate brown stippling patterns.,1,helopeltis,train,class_specific
The tea lower leaf surface has early-stage brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Crop monitoring detected chronic anomalies in tea leaf tip coloration indicating possible disease.,3,brown_blight,train,cross_class
Agronomists identified localized disease patterns on tea leaf lamina consistent with pathogen infection.,3,brown_blight,train,cross_class
Extension officer identified widespread disease outbreak affecting tea leaf tip in the cooperative.,1,helopeltis,train,cross_class
Tea crop health assessment shows widespread fungal infection spreading through lower leaf surface tissue.,2,algal_leaf_spot,train,cross_class
Agronomists identified severe disease patterns on tea leaf tip consistent with pathogen infection.,0,gray_blight,train,cross_class
Circular mild algal leaf spots with raised orange-red centers appear on the leaf lamina.,2,algal_leaf_spot,train,class_specific
The tea plantation in Assam reports significant crop stress affecting the lower leaf surface of plants.,3,brown_blight,train,cross_class
Field scouts observed localized leaf disease symptoms requiring immediate treatment in the leaf tip.,1,helopeltis,train,cross_class
The leaf midrib shows mixed severe symptoms suggesting complex tea leaf disease interaction.,4,red_leaf_spot,train,cross_class
The tea plantation in Sri Lanka reports significant crop stress affecting the petiole of plants.,2,algal_leaf_spot,train,cross_class
The tea mature leaf has advanced brown blight lesions with concentric rings and yellow halos.,3,brown_blight,train,class_specific
Tea bushes in the Kenya garden show moderate leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Remote sensing detected chronic spectral anomalies in tea canopy at young shoot level.,2,algal_leaf_spot,train,cross_class
Agronomists identified severe disease patterns on tea leaf lamina consistent with pathogen infection.,0,gray_blight,train,cross_class
Agronomists identified chronic disease patterns on tea leaf tip consistent with pathogen infection.,4,red_leaf_spot,train,cross_class
Tea plant young shoot affected by severe algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,val,class_specific
Tea crop health assessment shows early-stage fungal infection spreading through mature leaf tissue.,1,helopeltis,train,cross_class
Disease pressure on tea lower leaf surface has been localized in the current growing season.,2,algal_leaf_spot,train,cross_class
Affected tea shoots display early-stage necrotic tissue with a characteristic gray discoloration.,0,gray_blight,train,class_specific
Tea crop health assessment shows severe fungal infection spreading through leaf lamina tissue.,0,gray_blight,train,cross_class
The leaf tip has chronic algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
The lower leaf surface shows mild brown blight symptoms with irregular dark brown spots and margins.,3,brown_blight,train,class_specific
Tea plant lower leaf surface affected by localized algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
Leaf biopsy from the mature leaf shows acute cellular damage consistent with pathogen attack.,0,gray_blight,val,cross_class
Tea leaves display advanced brown blight patches caused by Colletotrichum species on leaf lamina.,3,brown_blight,train,class_specific
Agronomists identified widespread disease patterns on tea leaf lamina consistent with pathogen infection.,1,helopeltis,val,cross_class
The young shoot displays acute red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
The leaf midrib displays mild red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
Tea quality tests show degraded leaf integrity with chronic damage to lower leaf surface structures.,3,brown_blight,train,cross_class
Weather-related stress compounded by advanced fungal infection on tea leaf midrib tissue.,3,brown_blight,val,cross_class
Tea quality tests show degraded leaf integrity with localized damage to mature leaf structures.,3,brown_blight,train,cross_class
The leaf midrib displays classic helopeltis infestation marks with localized brown stippling patterns.,1,helopeltis,val,class_specific
Tea crop health assessment shows extensive fungal infection spreading through young shoot tissue.,2,algal_leaf_spot,train,cross_class
Tea estate management flagged acute infection on the mature leaf requiring fungicide application.,1,helopeltis,val,cross_class
The leaf tip has mild algal spot colonies with characteristic powdery orange surface texture.,2,algal_leaf_spot,train,class_specific
Disease pressure on tea lower leaf surface has been extensive in the current growing season.,2,algal_leaf_spot,train,cross_class
Farmers noted chronic red leaf spot outbreaks causing leaf margin damage and reduced yield.,4,red_leaf_spot,train,class_specific
Tea cultivation report: localized stress indicators found on leaf tip across multiple plots.,2,algal_leaf_spot,train,cross_class
The upper leaf surface of tea plants shows advanced signs of stress possibly related to environmental factors.,4,red_leaf_spot,train,cross_class
Crop monitoring detected moderate anomalies in tea upper leaf surface coloration indicating possible disease.,0,gray_blight,train,cross_class
Pest and disease survey recorded acute damage to tea leaf margin in highland gardens.,1,helopeltis,train,cross_class
Crop monitoring detected acute anomalies in tea petiole coloration indicating possible disease.,0,gray_blight,train,cross_class
Brown blight causes chronic water-soaked lesions that turn necrotic on the tea petiole.,3,brown_blight,train,class_specific
The upper leaf surface of tea plants shows moderate signs of stress possibly related to environmental factors.,4,red_leaf_spot,train,cross_class
Circular acute algal leaf spots with raised orange-red centers appear on the young shoot.,2,algal_leaf_spot,train,class_specific
Field scouts observed early-stage leaf disease symptoms requiring immediate treatment in the petiole.,2,algal_leaf_spot,train,cross_class
Disease pressure on tea leaf tip has been extensive in the current growing season.,1,helopeltis,train,cross_class
Field scouts observed early-stage leaf disease symptoms requiring immediate treatment in the young shoot.,0,gray_blight,train,cross_class
Tea quality tests show degraded leaf integrity with widespread damage to upper leaf surface structures.,0,gray_blight,train,cross_class
The tea lower leaf surface has moderate brown blight lesions with concentric rings and yellow halos.,3,brown_blight,val,class_specific
Tea cultivation report: extensive stress indicators found on petiole across multiple plots.,3,brown_blight,train,cross_class
Agronomists identified early-stage disease patterns on tea upper leaf surface consistent with pathogen infection.,1,helopeltis,train,cross_class
Tea plant leaf midrib affected by extensive algal spots showing concentric rings and orange sporulation.,2,algal_leaf_spot,train,class_specific
The petiole displays acute red spot symptoms with sunken centers and dark red borders.,4,red_leaf_spot,train,class_specific
The tea plantation in Yunnan reports significant crop stress affecting the upper leaf surface of plants.,0,gray_blight,train,cross_class
The tea flush shows mild helopeltis bug puncture wounds with dark halos on leaf margin.,1,helopeltis,train,class_specific
Red leaf spot creates moderate reddish-brown circular lesions on the upper tea mature leaf surface.,4,red_leaf_spot,train,class_specific
Tea cultivation report: localized stress indicators found on leaf midrib across multiple plots.,3,brown_blight,val,cross_class
The tea petiole has severe brown blight lesions with concentric rings and yellow halos.,3,brown_blight,val,class_specific
The tea flush shows advanced helopeltis bug puncture wounds with dark halos on leaf lamina.,1,helopeltis,train,class_specific
Agronomists identified severe disease patterns on tea leaf tip consistent with pathogen infection.,0,gray_blight,val,cross_class
Tea tip borer helopeltis has caused widespread characteristic shot-hole patterns on the leaf tip.,1,helopeltis,train,class_specific
Tea leaves show mild Cephaleuros virescens spots creating rust-orange patches on leaf midrib.,2,algal_leaf_spot,train,class_specific
Tea quality tests show degraded leaf integrity with severe damage to young shoot structures.,0,gray_blight,train,cross_class
The tea plantation in Sri Lanka reports significant crop stress affecting the leaf margin of plants.,1,helopeltis,val,cross_class
Farmers noted severe red leaf spot outbreaks causing leaf tip damage and reduced yield.,4,red_leaf_spot,train,class_specific
Tea bushes in the Munnar garden show chronic leaf symptoms requiring diagnostic testing.,2,algal_leaf_spot,train,cross_class
Tea growers reported widespread gray blight damage with necrotic spots covering the young shoot.,0,gray_blight,val,class_specific
Field scouts observed localized leaf disease symptoms requiring immediate treatment in the leaf tip.,4,red_leaf_spot,train,cross_class
Tea bushes in the Sri Lanka garden show chronic leaf symptoms requiring diagnostic testing.,1,helopeltis,train,cross_class
Tea estate management flagged extensive infection on the leaf tip requiring fungicide application.,3,brown_blight,train,cross_class
Severe advanced brown blight infection results in premature defoliation of tea leaf midrib.,3,brown_blight,train,class_specific
Tea growers reported advanced gray blight damage with necrotic spots covering the leaf tip.,0,gray_blight,train,class_specific
Tea tip borer helopeltis has caused extensive characteristic shot-hole patterns on the young shoot.,1,helopeltis,train,class_specific
The leaf tip of tea plants shows advanced signs of stress possibly related to environmental factors.,0,gray_blight,train,cross_class
Tea estate management flagged acute infection on the petiole requiring fungicide application.,2,algal_leaf_spot,val,cross_class
The upper leaf surface exhibits localized discoloration and tissue damage consistent with tea leaf disease.,1,helopeltis,train,cross_class
